id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
1640,e,,x,s,n,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1641,e,,x,f,n,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
1642,e,,x,f,n,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
1643,e,,f,f,w,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1644,e,,f,f,w,f,f,w,n,,,e,f,w,p,w,t,e,n,g,
1645,e,,x,f,w,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1646,e,,x,s,y,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
1647,e,,f,s,g,f,f,w,n,,,e,f,w,p,w,t,e,n,g,
1648,e,,x,s,w,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1649,e,,x,f,n,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1650,e,,x,f,n,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1651,e,,x,s,w,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1652,e,,x,s,n,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1653,e,,x,s,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1654,e,,x,s,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1655,e,,f,s,w,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1656,e,,x,s,n,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1657,e,,f,f,g,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1658,e,,f,f,w,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1659,e,,x,f,w,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1660,e,,f,f,g,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1661,e,,x,f,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1662,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
1663,e,,x,s,y,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
1664,e,,x,s,w,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1665,p,,x,y,n,t,f,c,k,,,e,s,w,p,w,t,p,k,g,
1666,e,,x,f,w,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1667,p,,x,s,w,t,f,c,w,,,e,s,w,p,w,t,p,k,u,
1668,e,,x,y,g,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
1669,p,,f,s,w,t,f,c,w,,,e,s,w,p,w,t,p,k,u,
1670,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
1671,e,,x,y,w,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
1672,e,,f,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
1673,e,,x,s,w,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1674,e,,f,s,n,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1675,e,,x,s,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1676,e,,x,s,w,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1677,e,,f,s,n,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1678,e,,f,s,n,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1679,e,,x,s,g,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1680,e,,b,s,w,t,f,c,n,,,c,s,w,p,w,t,p,n,g,
1681,e,,x,s,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1682,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
1683,p,,f,y,w,t,f,c,n,,,e,s,w,p,w,t,p,k,g,
1684,e,,f,s,w,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1685,e,,f,s,n,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1686,e,,f,s,g,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1687,e,,f,f,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1688,e,,x,y,n,t,f,c,p,,,b,s,g,p,w,t,p,n,d,
1689,e,,x,f,n,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
1690,e,,x,y,y,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
1691,e,,x,f,g,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
1692,e,,f,f,g,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1693,e,,f,s,n,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1694,e,,f,s,w,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1695,e,,x,f,g,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1696,e,,f,s,w,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1697,e,,f,f,g,f,f,w,n,,,e,f,w,p,w,t,e,n,g,
1698,e,,x,f,g,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1699,e,,x,s,n,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1700,e,,x,f,n,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
1701,e,,f,s,w,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1702,e,,f,f,n,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1703,p,,f,y,n,t,f,c,w,,,e,s,w,p,w,t,p,k,g,
1704,e,,x,f,n,t,f,c,n,,,b,s,p,p,w,t,p,k,d,
1705,e,,x,f,n,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1706,e,,f,f,w,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1707,p,,f,y,n,t,f,c,n,,,e,s,w,p,w,t,p,n,u,
1708,e,,f,f,g,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1709,e,,x,f,g,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
1710,e,,x,f,w,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1711,e,,x,f,g,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1712,e,,x,f,n,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1713,e,,x,s,g,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1714,e,,f,f,w,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1715,e,,x,f,g,t,f,c,u,,,b,s,p,p,w,t,p,k,d,
1716,e,,x,y,w,t,f,c,w,,,c,s,w,p,w,t,p,k,g,
1717,e,,x,y,w,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
1718,e,,f,s,g,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1719,e,,f,s,w,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1720,e,,f,s,n,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1721,e,,f,s,w,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1722,e,,x,f,n,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1723,e,,x,s,n,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1724,e,,b,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
1725,p,,f,y,w,t,f,c,k,,,e,s,w,p,w,t,p,k,g,
1726,e,,x,s,n,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1727,e,,f,s,n,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1728,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,g,
1729,e,,x,s,g,f,f,w,n,,,e,f,w,p,w,t,e,n,g,
1730,e,,f,s,w,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1731,p,,x,s,n,t,f,c,n,,,e,s,w,p,w,t,p,k,u,
1732,e,,f,s,g,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1733,e,,x,f,w,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1734,p,,f,s,n,t,f,c,n,,,e,s,w,p,w,t,p,k,g,
1735,e,,x,f,n,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1736,e,,x,s,n,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1737,e,,x,f,n,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
1738,e,,f,s,w,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1739,p,,f,s,w,t,f,c,p,,,e,s,w,p,w,t,p,n,u,
1740,e,,x,f,w,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1741,e,,f,f,n,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1742,e,,f,s,g,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1743,e,,x,f,w,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1744,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,g,
1745,p,,f,s,w,t,f,c,w,,,e,s,w,p,w,t,p,n,g,
1746,e,,x,f,w,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1747,e,,f,f,n,f,f,c,p,,,e,s,w,p,w,t,p,k,u,
1748,p,,f,y,n,t,f,c,w,,,e,s,w,p,w,t,p,n,u,
1749,e,,f,s,w,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1750,e,,x,f,g,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1751,e,,f,y,y,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
1752,e,,x,f,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1753,e,,x,f,w,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1754,p,,f,y,n,t,f,c,n,,,e,s,w,p,w,t,p,n,g,
1755,e,,f,f,n,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1756,e,,f,f,g,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1757,e,,x,f,n,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1758,e,,x,f,n,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
1759,e,,x,s,g,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1760,e,,x,s,g,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1761,e,,x,f,w,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1762,e,,f,f,g,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1763,e,,x,f,n,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
1764,e,,x,s,w,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1765,p,,x,s,w,t,f,c,n,,,e,s,w,p,w,t,p,n,u,
1766,e,,f,s,g,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1767,e,,x,s,n,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1768,e,,x,f,n,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
1769,e,,x,y,y,t,f,c,p,,,r,s,w,p,w,t,p,n,g,
1770,e,,x,s,g,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1771,e,,x,f,n,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1772,e,,x,f,w,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1773,e,,x,y,y,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
1774,e,,x,f,n,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
1775,e,,x,f,w,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1776,e,,x,f,w,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1777,p,,f,s,n,t,f,c,n,,,e,s,w,p,w,t,p,n,u,
1778,p,,f,s,w,t,f,c,k,,,e,s,w,p,w,t,p,k,u,
1779,e,,x,s,n,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1780,e,,x,f,g,f,f,c,n,,,e,s,w,p,w,t,p,n,u,
1781,e,,f,s,n,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1782,e,,x,s,w,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1783,p,,f,s,w,t,f,c,w,,,e,s,w,p,w,t,p,k,g,
1784,e,,b,s,y,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
1785,e,,x,f,n,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1786,p,,f,y,n,t,f,c,n,,,e,s,w,p,w,t,p,k,u,
1787,e,,x,s,g,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1788,e,,x,s,g,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1789,e,,x,s,w,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1790,p,,f,s,w,t,f,c,n,,,e,s,w,p,w,t,p,n,u,
1791,e,,f,s,w,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1792,e,,x,f,n,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1793,e,,f,f,n,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1794,e,,x,f,n,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1795,p,,f,y,n,t,f,c,k,,,e,s,w,p,w,t,p,k,g,
1796,e,,x,f,w,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1797,e,,f,s,w,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1798,p,,f,y,w,t,f,c,k,,,e,s,w,p,w,t,p,k,u,
1799,e,,f,s,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1800,e,,f,y,n,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
1801,e,,x,f,g,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1802,e,,x,f,g,t,f,c,u,,,b,s,w,p,w,t,p,k,d,
1803,e,,x,y,n,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
1804,e,,f,f,n,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
1805,e,,f,y,e,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
1806,e,,f,s,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1807,e,,x,f,g,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
1808,e,,x,y,g,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
1809,e,,x,f,g,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1810,p,,f,s,n,t,f,c,n,,,e,s,w,p,w,t,p,n,g,
1811,e,,f,f,n,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
1812,p,,x,s,n,t,f,c,n,,,e,s,w,p,w,t,p,k,g,
1813,e,,x,s,w,t,f,c,n,,,c,s,w,p,w,t,p,n,g,
1814,e,,x,s,w,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1815,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
1816,p,,x,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
1817,e,,f,s,n,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1818,e,,f,s,w,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1819,e,,x,f,n,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
1820,e,,f,s,n,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1821,e,,x,f,n,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1822,p,,x,s,w,t,f,c,p,,,e,s,w,p,w,t,p,k,u,
1823,e,,f,f,n,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
1824,e,,x,y,w,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
1825,e,,f,f,g,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1826,e,,x,y,e,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
1827,e,,f,f,w,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1828,e,,x,s,g,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1829,e,,x,y,n,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
1830,e,,x,y,g,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
1831,e,,x,f,g,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
1832,e,,f,s,w,f,f,w,n,,,e,f,w,p,w,t,e,n,g,
1833,e,,x,f,g,t,f,c,u,,,b,s,p,p,w,t,p,k,d,
1834,e,,x,f,n,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
1835,e,,x,f,e,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1836,e,,x,y,n,t,f,c,w,,,b,s,p,p,w,t,p,n,d,
1837,e,,f,f,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1838,e,,x,y,n,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
1839,e,,x,s,g,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1840,e,,x,f,g,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1841,e,,f,f,w,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1842,e,,x,y,g,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
1843,p,,f,y,n,t,f,c,k,,,e,s,w,p,w,t,p,n,u,
1844,e,,x,y,e,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
1845,e,,f,f,w,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1846,e,,f,s,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1847,e,,x,y,g,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1848,e,,f,f,g,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
1849,e,,x,f,n,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
1850,e,,f,f,e,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
1851,e,,x,s,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1852,e,,x,f,e,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
1853,e,,x,f,n,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
1854,e,,x,f,g,t,f,c,u,,,b,s,w,p,w,t,p,k,d,
1855,e,,x,f,n,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
1856,e,,x,f,y,t,f,w,w,,,b,s,w,p,w,t,p,n,d,
1857,e,,x,f,e,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1858,p,,f,s,w,t,f,c,w,,,e,s,w,p,w,t,p,n,g,
1859,e,,x,s,w,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1860,e,,x,f,e,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
1861,e,,x,y,n,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
1862,e,,x,f,w,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1863,e,,x,f,g,t,f,c,w,,,b,s,p,p,w,t,p,n,d,
1864,e,,x,s,g,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1865,e,,x,y,e,t,f,c,w,,,b,s,p,p,w,t,p,n,d,
1866,e,,x,y,n,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
1867,e,,x,s,w,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1868,e,,x,s,n,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1869,e,,x,s,w,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1870,e,,x,s,n,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1871,e,,f,f,e,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
1872,e,,f,f,w,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1873,e,,f,f,g,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1874,e,,x,y,e,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1875,e,,x,f,e,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
1876,e,,x,y,g,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
1877,e,,x,f,e,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
1878,e,,f,s,n,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1879,e,,x,s,w,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
1880,e,,x,s,w,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1881,e,,x,f,w,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1882,e,,x,f,e,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
1883,e,,x,f,n,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
1884,e,,f,f,n,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
1885,e,,f,f,w,t,f,w,p,,,b,s,w,p,w,t,p,n,d,
1886,e,,f,f,w,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1887,p,,f,y,w,t,f,c,n,,,e,s,w,p,w,t,p,k,g,
1888,e,,f,f,g,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
1889,e,,x,f,n,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
1890,e,,x,s,w,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1891,e,,x,f,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1892,e,,x,s,n,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1893,e,,x,f,n,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
1894,e,,x,s,g,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1895,e,,x,y,n,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1896,e,,x,f,n,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
1897,e,,f,s,g,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1898,e,,f,s,n,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1899,e,,x,s,g,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1900,e,,f,f,g,t,f,c,n,,,b,s,p,p,w,t,p,k,d,
1901,e,,x,s,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1902,e,,f,f,n,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1903,e,,f,s,w,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1904,e,,x,f,g,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1905,e,,f,f,n,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1906,e,,f,f,n,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
1907,e,,x,f,n,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
1908,e,,f,s,g,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1909,e,,f,s,w,f,f,w,n,,,e,f,w,p,w,t,e,n,g,
1910,e,,x,y,e,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
1911,e,,x,y,g,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
1912,e,,x,y,e,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
1913,e,,x,f,g,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1914,e,,f,f,g,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1915,e,,f,y,y,t,f,c,p,,,r,s,w,p,w,t,p,n,g,
1916,p,,f,y,w,t,f,c,w,,,e,s,w,p,w,t,p,k,u,
1917,e,,f,s,n,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1918,e,,f,f,n,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1919,e,,f,f,n,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
1920,e,,x,f,e,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
1921,e,,f,f,g,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1922,e,,x,f,n,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
1923,e,,x,f,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1924,e,,x,y,e,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1925,e,,f,f,n,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
1926,e,,x,f,n,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1927,e,,x,f,n,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1928,e,,f,s,w,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1929,e,,f,s,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1930,p,,f,y,w,t,f,c,w,,,e,s,w,p,w,t,p,k,u,
1931,e,,b,s,w,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
1932,e,,x,f,n,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1933,e,,f,f,g,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1934,e,,x,f,n,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1935,e,,x,s,n,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
1936,e,,f,s,w,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
1937,e,,x,f,w,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1938,e,,x,s,w,f,f,w,h,,,e,f,w,p,w,t,e,k,g,
1939,e,,x,s,g,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1940,e,,x,y,e,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
1941,e,,f,f,n,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
1942,e,,x,f,n,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
1943,e,,f,f,w,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1944,e,,f,s,n,f,f,w,n,,,e,f,w,p,w,t,e,n,g,
1945,p,,f,s,w,t,f,c,k,,,e,s,w,p,w,t,p,n,u,
1946,e,,f,f,n,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
1947,e,,x,y,g,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
1948,e,,x,y,g,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
1949,e,,x,f,g,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
1950,e,,x,f,g,t,f,c,w,,,b,s,p,p,w,t,p,n,d,
1951,e,,x,y,e,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
1952,e,,x,f,g,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
1953,e,,x,f,g,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
1954,e,,x,f,n,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
1955,p,,x,s,w,t,f,c,p,,,e,s,w,p,w,t,p,k,g,
1956,e,,x,f,n,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
1957,e,,x,y,n,t,f,c,w,,,b,s,p,p,w,t,p,n,d,
1958,e,,x,f,g,t,f,c,p,,,b,s,w,p,w,t,p,n,d,
1959,p,,f,y,n,t,f,c,w,,,e,s,w,p,w,t,p,n,g,
1960,e,,x,f,g,t,f,c,u,,,b,s,w,p,w,t,p,k,d,
1961,e,,x,f,g,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1962,e,,x,f,e,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
1963,e,,f,f,n,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1964,e,,f,s,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
1965,e,,f,s,n,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
1966,e,,x,y,e,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
1967,e,,f,s,n,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1968,e,,f,f,n,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
1969,e,,f,s,w,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
1970,e,,x,f,n,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
1971,e,,f,f,n,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
1972,p,,x,s,n,t,f,c,w,,,e,s,w,p,w,t,p,k,u,
1973,e,,x,f,n,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
1974,e,,f,s,n,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
1975,p,,f,y,w,t,f,c,n,,,e,s,w,p,w,t,p,n,g,
1976,e,,x,f,n,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
1977,e,,x,f,g,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
